,order_id,customer_id,delivery_to_estimated_delivery_delay,order_duration,approval_delay,delivery_accuracy,customer_city,product_id,seller_id,price,shipping_charges,product_category_name,product_weight_g,order_purchase_is_weekend,customer_order_count,product_weight_to_price,product_volume,price_to_shipping_ratio,order_status_canceled,order_status_delivered,anomaly
60,vbRiAK2RZdlx,LdivnAK1VWzF,-1.1246658465385113,-0.8634413262863485,0.8850824734612925,1.1199413983362243,sao paulo,8EMcxO7AFhVP,P2nCHWuo0HC0,-0.8054651835761709,2.5470375078797303,toys,-0.8417954991745837,1,147,-0.3183267380385221,-0.9793385075092736,-0.0028949673053802077,False,True,True
207,AcBnJUivl9Dg,lpnDqjklOzIA,-1.4478239111069675,-1.1529142760491498,-0.8089143690013997,1.4463101163108116,curitiba,CiqlffKEv9bE,YYXMiqTJbeNf,-0.8585831876567412,-0.2230565335410363,sports_leisure,1.2559809237907145,0,3,-0.14854393309128566,1.444637288372424,-0.002892757185934143,False,True,True
210,TOB9XNU1gV1f,sonYdrcofFIt,-0.7553423441745615,-0.40348747631303417,-0.7914527182813236,0.754441561078154,salvador,bIEg5jBI5qCt,EGW4UK5bOeEZ,-0.9346948181896653,-0.9935140880095432,office_furniture,1.6706539959879843,0,58,0.00125075113438408,1.7091437558897753,-0.0028722507885126894,False,True,True
268,4EczELWhsgzG,cNow1DF5YxjX,-0.24752252842413014,-0.3172692639953847,0.9577929109011838,0.2536463724300763,volta redonda,9NwzO0Pm0fDM,r7VxefoTVHbb,1.3099658562678298,-0.09125575362801608,toys,-0.62603320942515,1,383,-0.3184116342689492,-0.45803108301289186,-0.002865356720473088,False,True,True
651,dRXwZhgcISmk,M0P5DHWYoZPr,-1.4478239111069675,-0.12652397331703177,-0.14308831408424622,1.4392230411683058,itajuba,1XrebgSC6x8K,cdFuckm1t0Np,-0.9427887139507134,-0.31173355597099445,toys,1.7678257717364518,0,1,0.03496303396047506,1.7707582036173466,-0.0028937863574215747,False,True,True
652,aMOKAbOn7YS7,xydnwS2B3vnq,-3.617599487495174,-0.7228348222883392,1.5721860451468364,3.6148218962306666,belo horizonte,rSIbOvXw0Cpk,dSEHH0pKrdMJ,-0.5759930851177817,-0.5300855392831176,toys,-0.027568464134749508,0,2,-0.29113688611462,-0.5640114894937935,-0.0028843606147247887,False,True,True
654,FkANVps9FhLR,XX2dJ9DXoJxM,0.6757862274857448,2.6578494789148563,-0.3857789427757282,-0.6787269221407634,rio de janeiro,NDXr9BpDHzF7,EGW4UK5bOeEZ,-1.035169365067135,-1.0612366085639289,office_furniture,1.0008459534300702,0,45,0.6219444434271659,1.355727551391802,-0.002763880658158146,False,True,True
699,9hcMqNyHVfL9,WIP8NXN0UPhn,-0.24752252842413014,-0.9127581480298999,-0.8086357256388452,0.24834617967422182,guarulhos,hvWKcEV124VX,A7s2wiNKJ3HW,-0.7857439278831225,-0.7529928490899302,toys,1.5867114409248833,0,1,-0.17286476791109187,0.6251858792010225,-0.0028845264537801655,False,True,True
700,YktohNPMpWQU,kzwYrZU61Z4q,-0.6168460307880801,-1.0357262515019252,-0.8114531196380064,0.6091204085127441,santa cruz das palmeiras,bJlrTdzo7s1f,vjJ7Vc2lwVIM,-1.01366107002326,-0.5153566502836212,toys,3.3821056767960846,1,7,0.9869784710042657,0.9156243533377219,-0.002894622329097268,False,True,True
707,kRiuUpaRSRej,wzKCnrsGrhPT,-0.6168460307880801,-0.4187153169230798,-0.81016052403949,0.6162326284073973,serra,WVIqmO1Zpio7,ROU21YoHXFiH,-1.0283461239094343,0.3361857157903611,auto,1.7914493801031781,0,1,0.7944332294347555,0.022081496682468248,-0.002895516675065764,False,True,True
708,DliowlQV2yV8,MCJjhEvGihoi,0.7681171030767322,0.6369702459418932,1.217070559758057,-0.7644090025701444,barra do pirai,Y3eayqO8aOXQ,ruq0u2ZpAMDr,-0.9813725181162832,-0.2438591912001189,toys,-0.7362767151365396,1,40,-0.29418682202856383,-0.6168831464182702,-0.002894546478630064,False,True,True
748,JTeAJcOZLKTU,L02EQ9VH35mB,-0.4783497174015989,-0.37205242118459536,-0.7598421768182072,0.4772516983462403,lajeado,p189n8MsUQag,EGW4UK5bOeEZ,-1.0452069562259974,-0.3340546557949736,office_furniture,1.775700307858694,0,13,1.5770104202956492,1.5541740843325509,-0.002895473325288613,False,True,True
761,zc2WqkEwtq8S,KWppLJ3KkTqt,-0.5706805929925863,-0.4116840247056068,1.6172101684795854,0.5754826150813974,guarulhos,t04zRrtBcmWM,EGW4UK5bOeEZ,-1.0503417933217163,-1.042711614152191,office_furniture,1.2520436557295933,0,2,1.623029262455417,2.2223011211629333,-0.0028852183178001535,False,True,True
763,sye2YNO5Uu6J,wFK1Lopl99Ne,-0.15519165283314265,-0.6323176796280688,1.6145940169089361,0.14653079827123142,barra bonita,TQgUjDPUjd95,Q4lnHFw86sJd,-1.0468953602879798,2.5470375078797303,toys,-0.70084130258645,0,1,-0.1894341975336387,-0.8645264004882968,-0.002895802011755486,False,True,True
764,gtrzn1LyN7dM,mEDt9a4BBKAe,1.876087610168582,2.1948436140357157,1.726306785013039,-1.8717999369873035,hortolandia,kFwCHCD7QAUG,tjn9TXOjEGlU,-0.842662291622106,-0.05906477973220947,fashion_bags_accessories,-0.8543947569701711,0,4,-0.31897174230425906,-0.9234439195274557,-0.0028930685185393594,False,True,True
768,pWRjBubXBYdq,IgFTw1gGD2PM,8.339248901537706,8.439594897332674,-0.06054021792750402,-8.345985120766217,montanha,HqcgHaEnbeXs,vDmtF6gSG8GP,-0.830414109577968,-0.49166895251123494,auto,-0.42916980636909724,0,2,-0.2887648602357205,-1.0344032712792723,-0.0028906794875919865,False,True,True
770,1pmrI7xypD8L,gjhOKZD0F5iO,0.629620789690251,0.5241542152872268,3.877990830658149,-0.6174058265844855,sao paulo,301f8N0vMU8O,fHVZ45VKd1Co,-1.04915236777977,-0.8768977297454884,cool_stuff,-0.5496502090394015,0,5,-0.04438713858083906,-0.8887987586840067,-0.0028945645413780557,False,True,True
775,1zwH6TRwI9OA,FR2elKVnKHld,-0.38601884181061136,-0.4437809496393577,-0.8068787244360717,0.37266932421757315,alegre,OREzyxIkjqea,c1Dw1Rwr2Qdd,0.5554987298218586,0.8606556395456277,toys,-0.011819391890265363,1,9,-0.3111843674776935,-0.27428429325293924,-0.0028853423164570615,False,True,True
784,2piKXUH7jRJr,G4ZM9Ac8Qbm6,-0.2936879662196239,-0.5419262492522489,-0.7979466566475221,0.28779455083054445,paranavai,Nfe3KW9D3aB1,BGPWBRIq3VJB,-1.0364864362769972,0.24766053757689258,toys,1.4843424713357358,0,11,0.9136025856915985,1.3741022303677972,-0.0028955697603456725,False,True,True
795,ZXMc7s24B1Ju,IU4TvlloI5MV,-0.01669533944666143,-0.36839064797598475,0.8364669467889535,0.012271731666536766,brasilia,bfkYf8WcDtMl,ruq0u2ZpAMDr,-0.5930801983911055,2.468837736387558,toys,-0.8307711486034449,1,101,-0.3187488508466956,-1.0092714522927497,-0.00289419661024536,False,True,True
896,VrZquU1IPXyA,l2laOBQi5HmP,-1.1708312843340052,-1.0096533088140884,2.0139286559164185,1.1788175679922035,mage,a2rFY4kyf8eB,5FvGdji6skxT,-0.5931092087701775,-0.8779606392609159,toys,-0.846520220847929,0,6,-0.3193106430039966,-0.9884073006812971,-0.0028640194740070413,False,True,True
902,hIMwqW3ftMfO,sUAKsXIVVImd,-0.2936879662196239,-1.0958699094357836,-0.806809063595433,0.28962369780059255,sao paulo,hRa5Mdi2W3gL,Ld5BbJbgEpJp,1.3099658562678298,-1.0035358062978603,toys,-0.8444728414561461,1,1,-0.31997028709934494,-0.9665947785420511,-0.0024080701599538735,False,True,True
903,n6dwwBlgVTuA,tDICdGGZ8J7V,0.3064627251217948,0.6282778324273216,19.845192056327438,-0.3185336975752658,campo bom,BrK5VgsL3DXk,2jTASjIU2rIf,-1.0125702797701583,-0.3424060877019047,toys,-0.8228966124812027,1,12,-0.3059111166057885,-1.000024839646765,-0.0028949042501896696,False,True,True
915,ckXdHlUPbzjN,V6lGV0rRFaiS,0.9989442920542009,0.6295021841207524,-0.8079313771390548,-1.0083216583164007,rio de janeiro,IyjLE3dlI1ce,hLzo2H5Hi4Td,-0.9872442188404271,-0.8696092073539851,toys,0.8937522621675775,0,1,0.04660458958724876,-0.5046197851907379,-0.0028906458959089497,False,True,True
916,M3YhJss5VxJA,2Wzq7dBPdMSR,-0.6168460307880801,-0.6851125412414186,1.681863168685612,0.6205302410457116,pontes e lacerda,cANAJmznL9Lg,kJEFisr2CqPX,0.2197616128232569,-0.6158775215997723,toys,0.20866761953251375,0,1,-0.30594333982690514,0.14062781265663124,-0.0028600066014970765,False,True,True
917,X8UCCPb5ygTK,3Izfga5ixnD0,-0.6168460307880801,-0.32519504746760197,-0.8102611452537458,0.6317373105773195,osasco,fX5cWtC14BWH,EGW4UK5bOeEZ,-0.7274272638728755,-0.5513437295916692,toys,2.830888148239137,0,1,-0.1361707020789164,4.506332991037131,-0.002887568635904116,False,True,True
918,erR2l1480HBU,pXiSk1ugI5Dw,-0.38601884181061136,0.057538688702003495,-0.8057486707990454,0.38120891004264124,iacu,bIEg5jBI5qCt,EGW4UK5bOeEZ,-0.9346948181896653,-0.4175689748642836,office_furniture,1.6706539959879843,1,58,0.00125075113438408,1.7091437558897753,-0.0028932878964809247,False,True,True
976,z2xZKG2is3Xq,4gjvRA9xHPoy,-0.4783497174015989,-0.9600673338461365,-0.8055938689309596,0.48038997741213746,guaruja,VPeKM1EB7I8L,XEurPdGwwrtN,-1.058725792873483,3.8231363032587864,housewares,0.6496416423780721,0,7,2.2204974342894936,1.334685580306388,-0.0028958520790812693,False,True,True
983,LKRP1jbPUX9u,Kv0L2pjxnscF,-0.4321842796061051,-0.6156575785464627,-0.8054081066892567,0.4238051901699386,sao paulo,0IjTTPekYrA6,BGPWBRIq3VJB,-1.0503185850184587,-0.3572868209178908,toys,2.7915154676279266,0,10,3.0284555858501276,1.8180581836910377,-0.002895550286445614,False,True,True
993,gk6zgfzGqRTq,mMMqaZdSGKkj,-1.1708312843340052,-0.8872106182232282,-0.14552644350659724,1.1741540189609345,sao paulo,u8FVP0J6HlbM,ouYt3q6fRtrq,-0.7691499910540202,-0.14318647566747794,home_appliances_2,1.4627662423607926,0,2,-0.18803826876664598,0.6118494186539292,-0.0028918156201702917,False,True,True
995,1YrkKeHcafj6,GPbGOYREi42j,-0.38601884181061136,-0.45343232224685365,2.175069660500312,0.37572253912195,novo hamburgo,pK3RXgL02EpR,AHG0TE6bRNNY,0.16696272291247705,-0.47253658123353853,toys,-0.8071475402367186,0,13,-0.31928822065030854,-0.9369581995485103,-0.002869807585831686,False,True,True
1008,PneId89pjlVF,bChh6mK7RBlh,0.629620789690251,0.09001489941704542,0.3542436475149396,-0.6079679846135527,sumare,q7bnB4d9UQje,OQQb6MFu21gH,0.17275899665103395,1.1171205211966537,construction_tools_construction,-0.6024096010584237,1,7,-0.31649336008816525,-0.906136157395228,-0.002888771512195978,False,True,True
1015,KcbjEZhinCC7,DwrYDSd6OeXT,0.2141318495308073,0.2712522584278522,1.7367094705484036,-0.22849141012456517,serra,pEOKGWW2dBY3,pAOttUyt5jAq,-1.012343998813398,-0.3424060877019047,toys,-0.8228966124812027,0,8,-0.30596812105786925,-0.7603241887470075,-0.0028949003370571814,False,True,True
1023,vlDOCPx2RWwL,1Wq56HIEkGKb,-1.0785004087430177,-0.1704346295972251,-0.8091388317101239,1.1094458717909175,nova iguacu,9o5aGPLpSZGU,EGW4UK5bOeEZ,-1.0576814192268962,0.9165343112138207,office_furniture,0.6614534465614352,1,25,2.001449933790682,0.34369765192037244,-0.0028958074367364454,False,True,True
1048,1E3iD0TBYiQv,ND99OCtzv42A,6.631127703104438,7.398689660834383,-0.8146420381205735,-6.63931930841798,macapa,p9XNVNxNsSHj,2a07LobkzHUx,-1.0241570251714582,-0.9136440301359848,toys,-0.6811549622808447,0,1,-0.24842437832521508,-0.8114472875108653,-0.0028921745988259775,False,True,True
1049,yoTXBZ4nPUOg,7gSul4JmzgqL,-0.5706805929925863,-0.7763286227139546,-0.80330280128329,0.5715557537885769,matias olimpio,VcRU5d314wk8,RlOHlMxGbwXj,-0.9827185997052175,-0.9783296663605776,toys,1.7363276272474835,0,40,0.19333096322351023,0.6503769713455321,-0.0028833825137004987,False,True,True
1089,qKs9bwrzCJCx,nJ2ST6XCpEa1,-1.0785004087430177,-0.8102274237248303,0.5142778187420193,1.0706127445701188,florianopolis,muYklhpQnbjz,YerjZTY7wKZq,-0.28617939818992993,-0.5918861353944069,toys,0.9882466956344828,1,2,-0.2798515350751775,1.0504411511793388,-0.002875196480599927,False,True,True
1091,ls1WaMbwX29k,aE46Plt8tnTp,0.9989442920542009,0.9567054734102465,0.3259303858420504,-1.006709719205329,rio de janeiro,eaofBA31DjsP,z60iONxaQyao,-0.9198240978774314,-0.08427091966949209,toys,-0.696904034525329,0,4,-0.30042540290322506,-0.7162249592046189,-0.002893979222078483,False,True,True
1095,ZWeLPLWjCN0G,zShUuGgZqi1W,0.8604479786677196,1.3935986404346734,0.16209582875346487,-0.8538815206370776,sao jose de ribamar,QPNLfLhMRFZV,bl8PTwqK0kvN,-1.0311311203003324,-0.8664204788077023,toys,-0.8543947569701711,1,2,-0.3130716921198928,-0.8077427151366727,-0.0028934976347759394,False,True,True
1097,sU4YmRVWlsVx,wws5PdGLPeP2,-0.2936879662196239,-0.6593393740011178,1.2623346259863388,0.28198397310556855,jundiai,CY8OZ3lT9uqB,sevytuBWdSFl,0.6131423530376383,-0.2210825587266707,telephony,-0.8307711486034449,1,42,-0.3197561332188688,-1.000024839646765,-0.0028709749528368213,False,True,True
1139,nVQxiZ9zqTa3,BcHXcB7Y468H,0.35262816291728855,0.47298448042799207,-0.806809063595433,-0.36124286158986374,cambui,v0F9iKtjn5LF,n1qBLUpDVOLU,-0.8339649799763632,-0.10962890382326426,toys,0.6102689617668615,1,10,-0.21318462660806575,0.28288339182562683,-0.002892805996594206,False,True,True
1149,X5US5uAktH3O,UtVbwP2LWrCT,-0.8938386575610426,-0.4501530582114429,-0.8107565112316203,0.8920801893704163,assis,24CCyfxQA7J9,EGW4UK5bOeEZ,-1.0390741620902069,-0.7274830207196684,toys,1.6733313382695465,1,5,1.128347175056061,0.29947987606200965,-0.0028947735257902184,False,True,True
1154,BJoqyoO4LEoe,lP1BnW4LitKu,-0.5706805929925863,-1.0911379701133888,-0.8078230158313949,0.5615101578082923,macae,hYdm4V4AFQrf,5Ja2lH0N2OZt,0.6711631111813526,1.8001158069671201,toys,-0.7693497668499564,0,2,-0.3191702203917141,-0.40681907451205346,-0.002888293462730103,False,True,True
1156,dKgztiB6hmk0,zW20fFCnkKD3,-2.278801791425855,-0.4643875568815352,2.6245910651412045,2.288583344000484,sao paulo,erbuXxlzZHeO,8mVLKV0XOTsx,-1.030028725895602,-0.04494326759867151,toys,-0.3504244451466761,1,2,-0.09308635425641343,0.2258329772630609,-0.002895402196094193,False,True,True
1158,T6Ugu4qbRqxB,HLuH6dOfp9D0,0.3987936007127823,0.761043972838702,-0.8083261219026736,-0.3711049543789447,japi,Wp5G8GSd79f8,Nl0pkrY3nMNf,-0.830414109577968,-0.7897391494804267,kitchen_dining_laundry_garden_furniture,0.13779679443233478,0,6,-0.248408089482727,-1.0344032712792723,-0.0028850384069181844,False,True,True
1164,MUj9ocKZaBtm,WHZShDFJhbJV,-2.4172981048123363,-0.9623532559415942,-0.7651905813605709,2.4265643689177336,brasilia,NMCACR8NxxDv,fPCae5a96bO4,0.6131423530376383,-0.8635354386943989,toys,0.3189111252439033,1,26,-0.30815419966992413,0.2258329772630609,-0.002791334090090045,False,True,True
1190,gOCyXFLKXY0x,OUD6rgEfeKpf,-1.0323349709475238,-0.49043095181020624,-0.8097348189022542,1.032636143906514,redencao,WgBgXcIsrsm0,qI9UblMbsm1o,-0.971590218293253,-0.6614307865466688,toys,1.972563710914747,1,27,0.17581227142711353,1.1779080774305575,-0.0028928636880882937,False,True,True
1217,N4Ea6AaVWe6U,1G4H4KwRVtaF,-2.0018091646528924,-0.025620524694016183,-0.4909822923268244,1.9902226699498389,palmas,kYkA7a8DF72i,EGW4UK5bOeEZ,-0.9992835261552477,-0.8255743845719851,sports_leisure,0.5171919448019598,0,7,0.018208932384681083,0.3174989160900824,-0.0028922398566256133,False,True,True
1224,7CePKvZnrJfb,S2t8sechcimW,-1.7709819756754237,-1.0202953372016135,-0.8043786742664862,1.765904196063194,rio de janeiro,9NwzO0Pm0fDM,r7VxefoTVHbb,1.3099658562678298,-0.6299990337333102,toys,-0.62603320942515,1,383,-0.3184116342689492,-0.45803108301289186,-0.002827506472166715,False,True,True
1607,A3vUK2CgNZYI,kNp3Pih6TnUJ,4.784510191284688,4.74378965417884,-0.8043322337060606,-4.789377628343906,embu das artes,ouoTDyMDJXoj,EmVwqW8hWMQ7,-0.6434132060807776,-0.6852703285355445,toys,-0.8339209630523416,1,1,-0.3187083464705478,-0.9603710969534076,-0.0028818668740195957,False,True,True
1608,yUzokIyF9XlD,AmQkvZXG0In3,-0.9861695331520302,-1.1074768064680658,-0.8052378246343623,0.9925987435562682,campo limpo paulista,gCcVSdlEOuof,Djfhy4pnkKOC,-1.0064316835585534,0.8176837262790556,toys,1.8938183496923258,0,28,0.4311225302550417,0.9888267034517675,-0.0028954637349979523,False,True,True
1636,buQfaxSyjcYI,Dq2r8VyuycCa,1.2759369188271634,1.0463544491830294,-0.810477867869066,-1.2806211342529912,duque de caxias,qOiDnN39CMGm,yHsOFiqVrV1u,-0.9960865823815293,-0.750563341626096,toys,0.16142040279906114,0,61,-0.07961100105679095,-0.098835745611178,-0.0028929821735013666,False,True,True
1697,ytvqnn14xmx7,zq8vDhDTULSA,0.029470098348832314,-0.5542347712567208,-0.25156572314535675,-0.02946053197739492,santa rita do sapucai,GqkscMShhSik,Hvqvzx84Y4bC,-1.022578860549949,1.5369697797905486,furniture_decor,1.429220718480041,0,12,0.5228040680689438,0.6280902639423894,-0.002895655786822172,False,True,True
1709,VRNNLs2u46uk,Yadr7o8ZCx5g,-0.7553423441745615,-0.622522866080623,0.4603371078075291,0.7504943699857248,piracicaba,bIEg5jBI5qCt,EGW4UK5bOeEZ,-1.0584124807795068,-0.5053349319953039,office_furniture,1.6706539959879843,1,58,3.8001986379639745,1.7091437558897753,-0.0028956442619190266,False,True,True
1767,mTQxrYb4umc9,aBwJE9NR4dvQ,-0.5245151551970926,-0.8042147233505973,-0.6531140288664662,0.540710632829781,porto alegre,sPiQxH4jxtYJ,Djfhy4pnkKOC,-1.0521578430516145,-0.12906496353394006,toys,1.6654568021473044,0,54,2.2537225884587597,1.9217862101684302,-0.002895654802975413,False,True,True
1821,L7IV2CSayzJU,Lre301fbbXFi,-1.1246658465385113,-0.9101439771917105,0.4833484054984803,1.131390820478956,santo andre,8bMkmVbyYHkI,sVwxlToTFBSf,-1.0422536996364826,1.0988992152178956,health_beauty,-0.18505918657959178,1,1,0.11659052100895764,-0.9234439195274557,-0.0028957243424922612,False,True,True
1822,Nfw5P9cNIyzD,gOZUvl60c0bk,-0.33985340401511765,0.050454747750016835,-0.8095877571275727,0.3379444215018925,rio de janeiro,tNr8FRpwtNAm,EGW4UK5bOeEZ,-0.7556137481790919,0.41681499474636774,toys,1.0709293249180252,0,5,-0.21497828509227457,0.7987969589451842,-0.002893237357394869,False,True,True
1827,KDKJBkU7YQaI,clveNoJXVoP3,0.9989442920542009,0.6163851279791093,-0.5215479211803615,-1.0031092046956989,niteroi,5XsPKcCVlpe8,l1pYW6GBnPMr,-0.6163755327858067,-0.8779606392609159,toys,-0.8307711486034449,0,4,-0.3186765402352421,-1.0192293428345796,-0.0028655774345198374,False,True,True
1831,VjC3TsCE0V8i,6074FQioolQF,0.8604479786677196,1.136033509946963,-0.8081326195675663,-0.8734639326127052,sao miguel dos campos,NR6RSv41Rbb4,8rHUnSQeQcMj,-0.8972018042771973,0.08169480895370036,toys,-0.7205276428920553,1,3,-0.3053607053265977,-0.5447180765689986,-0.002894007728527446,False,True,True
1834,s4nmQdphjmsG,qTr1J0vV7Uq5,-0.10902621503764891,0.2776206063760437,6.234044302550107,0.11259501277720062,joao pessoa,9o5aGPLpSZGU,EGW4UK5bOeEZ,-0.8739354802615679,0.5694184323184703,office_furniture,0.6614534465614352,0,25,-0.1867954862748462,0.34369765192037244,-0.002894388229883667,False,True,True
1859,jvbLtcZdpjF0,KKe6ZKZn2D9r,-0.01669533944666143,-0.25652820409439386,-0.1424304061448817,0.015942330485343298,camboriu,vIDG7lMnZYAh,FDJOy3Tl4fuP,-1.0016217627084396,2.667146283123047,toys,-0.8228966124812027,0,6,-0.30822955185752754,-0.9234439195274557,-0.0028956529700749785,False,True,True
1865,cX0NQrUcOrtJ,XPvPcGRz4lLO,0.3987936007127823,0.7118394325799801,-0.8022346683934982,-0.40586784172020973,rio de janeiro,DwErrH6eI5GJ,0Mzbc3aACMOQ,-1.0628742770807584,-0.4634259282441593,toys,0.33466019748838755,0,97,3.0853146230332755,-0.8077427151366727,-0.0028957532582570855,False,True,True
1962,ltfLQFDDqKTl,rzAZsJwOaCzW,0.9527788542587071,0.6255476194804085,-0.8043322337060606,-0.9643964512883723,sao sebastiao do paraiso,p7M5W2sbZs7m,2ZJaGRSW74BZ,-1.0070292973674337,0.038115518821169495,toys,1.6654568021473044,0,1,0.3757105900855215,1.7466933014745916,-0.002895177577677985,False,True,True
1963,sKSrIza7UWcm,R6ERhHMLglNA,-1.1708312843340052,-0.9210777225469988,-0.8032795810030772,1.1710681693782385,sao paulo,Biwi1BNtUB7l,r7VxefoTVHbb,1.3099658562678298,0.22093595547471356,toys,-0.6339077455473922,0,295,-0.3184678221864112,-0.45803108301289186,-0.0028727698081636834,False,True,True
2258,PRx33WPRrOOG,xSRjpfA2Pxkb,-1.1708312843340052,-0.8163309163044995,1.7926780859548177,1.1781279597896905,santa cruz do capibaribe,MsN3WijLjSsu,vjJ7Vc2lwVIM,-1.043808655954734,-0.5530140159730553,toys,1.1221138097125987,0,7,1.0286913592644145,1.03873470247689,-0.002895265917783052,False,True,True
2265,EsYPZa70nQEW,UqteVVyPT9xi,-0.01669533944666143,-0.5589086895247539,-0.807908156858842,0.02220818872260666,caxias do sul,d3ILTQE9cCuM,bHmT4AGsAi4X,-0.9827185997052175,-0.12010615476105052,toys,1.980438247036989,1,2,0.24142164935930244,2.422644395159269,-0.0028947387751675725,False,True,True
2267,Z96krtADWgFn,FtXuEmJS56Sq,0.3064627251217948,0.2754700667407637,-0.14480661481999849,-0.29978801735195054,irece,7cZbECHQba7v,aDQK7ytnBMNf,-0.7682274609995353,-0.864294659776847,toys,0.5551472089111666,0,10,-0.23968537555338376,0.04430893092762381,-0.0028771204868897333,False,True,True
2277,LZ3JPRln1tYf,P1gcko1WvTuZ,0.029470098348832314,0.18542031590729666,1.9463576404969758,-0.036690985706614054,niteroi,7EVR9jlVBty0,lOhCPYW90ZcM,-0.8372605590389263,-0.7470709246468338,toys,-0.8150220763589606,1,1,-0.316113907360559,-0.7514332150489453,-0.0028867651580946835,False,True,True
2278,y9RCfE2lrHdH,Nbx78j6L2zSb,-0.2936879662196239,-0.27384963774932736,0.24553403565170054,0.3038492075793521,aparecida de goiania,Biwi1BNtUB7l,r7VxefoTVHbb,1.3099658562678298,-1.0191757605962948,toys,-0.6339077455473922,0,295,-0.3184678221864112,-0.45803108301289186,-0.0022394654870187755,False,True,True
