return_date,product_id,store_id,quantity
02-17-2023,984,17,1
02-18-2023,142,16,1
02-18-2023,312,16,1
02-18-2023,335,16,1
02-18-2023,752,16,2
02-18-2023,899,23,1
02-18-2023,1449,16,1
02-19-2023,172,17,1
02-19-2023,181,17,1
02-19-2023,234,17,2
02-19-2023,349,15,1
02-19-2023,536,13,1
02-19-2023,985,17,1
02-19-2023,1088,15,1
02-19-2023,1106,13,1
02-19-2023,1347,13,1
02-19-2023,1376,13,1
02-20-2023,52,11,1
02-21-2023,122,3,1
02-21-2023,1329,3,1
02-22-2023,1164,13,1
02-22-2023,1252,13,1
02-23-2023,41,24,1
02-23-2023,881,24,1
02-23-2023,1464,24,2
02-25-2023,80,17,2
02-25-2023,105,17,1
02-25-2023,143,17,1
02-25-2023,258,17,2
02-25-2023,466,17,1
02-25-2023,512,7,1
02-25-2023,961,7,1
02-25-2023,1182,17,1
02-25-2023,1189,17,1
02-25-2023,1235,17,2
02-26-2023,132,13,1
02-26-2023,440,13,1
02-26-2023,460,16,2
02-26-2023,495,13,1
02-26-2023,557,16,1
02-26-2023,639,13,1
02-26-2023,852,16,1
02-26-2023,856,13,1
02-26-2023,883,13,1
02-26-2023,1019,16,1
02-26-2023,1103,16,2
02-26-2023,1216,16,2
02-26-2023,1281,13,1
02-27-2023,239,11,1
02-27-2023,495,11,1
02-27-2023,511,11,1
02-27-2023,799,16,1
02-27-2023,821,16,1
02-27-2023,894,16,1
02-27-2023,969,11,1
02-27-2023,1381,16,1
03-01-2023,137,16,1
03-01-2023,474,23,1
03-01-2023,750,16,1
03-02-2023,650,13,1
03-02-2023,778,13,1
03-02-2023,1128,13,1
03-02-2023,1137,13,2
03-02-2023,1220,7,2
03-02-2023,1406,13,2
03-02-2023,1437,7,1
03-02-2023,1453,7,1
03-03-2023,344,24,1
03-03-2023,457,11,2
03-03-2023,466,11,1
03-03-2023,477,11,1
03-03-2023,803,24,1
03-03-2023,947,11,1
03-03-2023,1021,24,1
03-03-2023,1198,11,1
03-03-2023,1296,11,1
03-03-2023,1298,24,1
03-03-2023,1305,11,1
03-03-2023,1400,24,1
03-04-2023,20,13,1
03-04-2023,862,13,1
03-04-2023,1231,13,1
03-05-2023,54,15,1
03-05-2023,752,15,2
03-05-2023,804,15,1
03-05-2023,906,11,1
03-05-2023,1236,15,2
03-05-2023,1328,11,2
03-05-2023,1369,11,1
03-08-2023,379,16,1
03-08-2023,784,16,1
03-08-2023,888,16,1
03-08-2023,909,16,1
03-10-2023,281,24,1
03-10-2023,360,24,1
03-10-2023,428,24,2
03-10-2023,564,24,1
03-10-2023,581,16,1
03-10-2023,814,16,1
03-10-2023,1044,24,1
03-10-2023,1222,24,1
03-10-2023,1305,16,1
03-10-2023,1318,6,1
03-10-2023,1347,24,1
03-11-2023,522,15,2
03-11-2023,555,15,2
03-11-2023,871,15,1
03-11-2023,990,15,1
03-11-2023,1274,15,1
03-11-2023,1497,15,1
03-12-2023,515,3,2
03-12-2023,722,3,1
03-12-2023,1514,3,1
03-12-2023,1533,3,1
03-13-2023,207,7,1
03-13-2023,566,7,1
03-13-2023,789,13,1
03-13-2023,903,7,1
03-13-2023,920,13,1
03-13-2023,957,13,2
03-13-2023,990,23,1
03-13-2023,1356,13,1
03-13-2023,1458,13,1
03-13-2023,1469,7,1
03-14-2023,100,15,1
03-14-2023,246,6,1
03-14-2023,373,15,1
03-14-2023,902,15,2
03-14-2023,1269,15,2
03-15-2023,20,15,1
03-15-2023,208,3,2
03-15-2023,209,15,1
03-15-2023,517,15,1
03-15-2023,824,24,1
03-15-2023,848,15,1
03-15-2023,987,3,1
03-15-2023,1382,24,1
03-15-2023,1433,3,1
03-15-2023,1483,15,1
03-16-2023,574,16,1
03-16-2023,951,16,2
03-16-2023,1207,16,2
03-16-2023,1433,16,1
03-17-2023,800,3,2
03-17-2023,939,3,1
03-17-2023,1029,3,1
03-18-2023,106,17,2
03-18-2023,343,16,1
03-18-2023,376,16,1
03-18-2023,574,16,2
03-18-2023,599,17,1
03-18-2023,1165,17,2
03-18-2023,1231,16,1
03-18-2023,1316,17,2
03-18-2023,1454,17,1
03-18-2023,1493,16,1
03-19-2023,238,3,1
03-19-2023,551,23,1
03-19-2023,1041,3,2
03-19-2023,1246,3,1
03-19-2023,1352,3,1
03-19-2023,1538,3,2
03-20-2023,45,17,2
03-20-2023,49,3,1
03-20-2023,103,6,1
03-20-2023,109,6,1
03-20-2023,372,17,1
03-20-2023,664,6,1
03-20-2023,690,17,1
03-20-2023,754,3,1
03-20-2023,921,17,1
03-20-2023,1022,3,2
03-20-2023,1138,17,1
03-21-2023,68,13,1
03-21-2023,133,13,1
03-21-2023,187,11,1
03-21-2023,295,13,1
03-21-2023,342,13,1
03-21-2023,398,13,1
03-21-2023,440,13,1
03-21-2023,456,7,1
03-21-2023,462,11,2
03-21-2023,519,13,1
03-21-2023,619,13,1
03-21-2023,652,13,1
03-21-2023,676,11,1
03-21-2023,684,13,1
03-21-2023,766,7,1
03-21-2023,832,13,1
03-21-2023,929,13,2
03-21-2023,1202,13,1
03-21-2023,1365,7,2
03-21-2023,1368,13,1
03-21-2023,1406,13,1
03-21-2023,1428,13,1
03-21-2023,1434,13,1
03-22-2023,81,15,1
03-22-2023,376,17,1
03-22-2023,409,15,2
03-22-2023,463,17,1
03-22-2023,583,15,1
03-22-2023,858,17,1
03-22-2023,1021,11,1
03-22-2023,1112,17,1
03-22-2023,1190,17,1
03-22-2023,1243,17,1
03-22-2023,1309,17,1
03-22-2023,1434,11,1
03-22-2023,1480,15,1
03-23-2023,111,11,1
03-23-2023,161,11,1
03-23-2023,465,11,1
03-23-2023,671,11,1
03-23-2023,993,11,2
03-24-2023,368,7,1
03-24-2023,408,7,1
03-24-2023,948,7,1
03-24-2023,1263,7,1
03-25-2023,171,6,1
03-25-2023,295,6,1
03-25-2023,600,6,1
03-25-2023,636,6,1
03-25-2023,724,6,1
03-25-2023,1298,6,2
03-25-2023,1432,6,1
03-26-2023,953,23,2
03-27-2023,105,24,1
03-27-2023,179,24,1
03-27-2023,571,24,2
03-27-2023,728,24,1
03-27-2023,1190,24,1
03-27-2023,1199,24,1
03-28-2023,57,13,1
03-28-2023,93,13,1
03-28-2023,439,17,1
03-28-2023,446,17,1
03-28-2023,497,17,1
03-28-2023,717,13,1
03-28-2023,799,17,1
03-28-2023,848,17,1
03-28-2023,1285,17,1
03-28-2023,1427,13,1
03-28-2023,1498,13,1
03-28-2023,1528,13,1
03-29-2023,82,23,1
03-29-2023,574,23,1
03-29-2023,636,17,2
03-29-2023,672,23,1
03-29-2023,868,17,1
03-29-2023,1061,17,1
03-29-2023,1275,17,1
03-29-2023,1429,17,2
03-29-2023,1441,17,1
03-30-2023,438,7,2
03-30-2023,1170,7,1
03-30-2023,1194,7,1
03-30-2023,1453,7,1
04-01-2023,255,11,1
04-01-2023,257,11,1
04-01-2023,307,11,1
04-01-2023,814,11,1
04-01-2023,864,11,1
04-02-2023,543,15,2
04-02-2023,1328,15,1
04-03-2023,27,17,1
04-03-2023,416,17,1
04-03-2023,441,17,2
04-03-2023,523,23,1
04-03-2023,699,17,1
04-03-2023,732,17,1
04-03-2023,1161,24,1
04-03-2023,1337,23,1
04-03-2023,1455,17,1
04-03-2023,1536,17,1
04-04-2023,115,16,1
04-04-2023,164,3,1
04-04-2023,245,16,1
04-04-2023,659,7,2
04-04-2023,734,3,1
04-04-2023,861,16,2
04-04-2023,886,7,1
04-04-2023,921,7,1
04-04-2023,968,16,2
04-04-2023,1010,3,1
04-04-2023,1025,24,2
04-04-2023,1122,24,1
04-04-2023,1423,7,1
04-04-2023,1463,24,1
04-05-2023,455,7,1
04-05-2023,543,24,1
04-05-2023,1232,7,1
04-06-2023,48,3,1
04-06-2023,358,3,1
04-06-2023,697,3,2
04-06-2023,1169,3,1
04-07-2023,366,17,1
04-07-2023,371,7,1
04-07-2023,477,17,1
04-07-2023,507,17,1
04-07-2023,570,17,1
04-07-2023,900,17,1
04-07-2023,1409,7,1
04-07-2023,1458,7,1
04-07-2023,1463,17,1
04-07-2023,1533,7,1
04-08-2023,265,13,1
04-08-2023,1253,13,1
04-09-2023,372,15,1
04-09-2023,1288,15,1
04-10-2023,883,11,1
04-10-2023,1541,11,1
04-12-2023,20,23,1
04-12-2023,104,23,1
04-12-2023,116,15,1
04-12-2023,138,15,1
04-12-2023,219,15,2
04-12-2023,564,13,1
04-12-2023,618,15,1
04-12-2023,943,13,1
04-12-2023,1171,15,1
04-12-2023,1362,13,1
04-12-2023,1450,23,1
04-13-2023,3,17,1
04-13-2023,14,6,1
04-13-2023,265,6,2
04-13-2023,339,6,1
04-13-2023,514,6,1
04-13-2023,573,17,1
04-13-2023,1336,24,2
04-13-2023,1404,24,1
04-13-2023,1453,24,1
04-13-2023,1453,6,1
04-13-2023,1454,6,2
04-14-2023,11,13,1
04-14-2023,47,16,2
04-14-2023,82,11,2
04-14-2023,140,6,1
04-14-2023,194,16,1
04-14-2023,324,11,1
04-14-2023,370,13,1
04-14-2023,646,6,1
04-14-2023,671,13,1
04-14-2023,786,6,1
04-14-2023,816,13,1
04-14-2023,881,13,2
04-14-2023,1266,6,1
04-14-2023,1330,6,2
04-14-2023,1382,11,1
04-14-2023,1389,6,1
04-14-2023,1447,13,1
04-14-2023,1557,11,1
04-15-2023,274,17,1
04-15-2023,360,13,1
04-15-2023,845,13,1
04-15-2023,1201,17,1
04-15-2023,1257,17,1
04-16-2023,82,6,1
04-16-2023,1026,6,1
04-16-2023,1362,24,1
04-17-2023,195,13,1
04-17-2023,415,13,1
04-17-2023,675,13,1
04-17-2023,948,13,1
04-17-2023,1172,13,2
04-17-2023,1386,13,1
04-17-2023,1524,13,1
04-18-2023,878,11,1
04-19-2023,277,7,1
04-19-2023,549,3,1
04-19-2023,587,3,1
04-19-2023,638,3,1
04-19-2023,691,3,1
04-19-2023,1137,7,1
04-19-2023,1403,7,1
04-19-2023,1414,7,1
04-20-2023,376,6,1
04-20-2023,907,6,1
04-20-2023,1021,6,1
04-20-2023,1075,6,1
04-21-2023,270,3,1
04-21-2023,593,3,1
04-21-2023,619,3,1
04-21-2023,1432,3,2
04-22-2023,331,6,1
04-22-2023,427,11,1
04-22-2023,515,11,1
04-22-2023,597,11,1
04-22-2023,991,6,1
04-23-2023,17,17,2
04-23-2023,275,17,1
04-23-2023,1411,17,1
04-24-2023,477,16,1
04-24-2023,486,16,2
04-24-2023,746,16,1
04-24-2023,870,23,2
04-24-2023,1212,16,1
04-26-2023,6,16,2
04-26-2023,317,16,1
04-26-2023,587,16,2
04-26-2023,645,3,1
04-26-2023,727,16,2
04-26-2023,1422,3,1
04-26-2023,1539,16,1
04-26-2023,1545,16,1
04-26-2023,1558,16,1
04-27-2023,163,15,1
04-27-2023,191,7,1
04-27-2023,225,7,1
04-27-2023,444,7,1
04-27-2023,491,15,1
04-27-2023,982,15,1
04-27-2023,993,15,1
04-27-2023,1028,23,1
04-27-2023,1052,15,1
04-27-2023,1183,15,1
04-27-2023,1357,15,1
04-28-2023,142,23,1
04-29-2023,868,15,2
04-29-2023,1210,15,1
05-01-2023,78,7,1
05-01-2023,639,7,1
05-01-2023,644,13,1
05-01-2023,691,13,1
05-01-2023,1132,13,1
05-01-2023,1157,13,1
05-01-2023,1314,13,2
05-01-2023,1447,13,1
05-01-2023,1531,7,1
05-02-2023,102,16,1
05-02-2023,649,24,1
05-02-2023,930,16,1
05-02-2023,973,24,1
05-02-2023,1008,16,1
05-02-2023,1104,24,1
05-02-2023,1283,16,1
05-03-2023,71,3,1
05-03-2023,200,3,1
05-03-2023,404,17,1
05-03-2023,412,3,1
05-03-2023,630,17,1
05-03-2023,803,3,1
05-03-2023,1009,3,1
05-03-2023,1323,17,1
05-04-2023,268,3,1
05-04-2023,362,3,1
05-04-2023,748,3,2
05-04-2023,1137,3,1
05-05-2023,41,16,1
05-05-2023,400,13,1
05-05-2023,545,17,2
05-05-2023,749,16,1
05-05-2023,949,17,1
05-05-2023,1161,13,2
05-05-2023,1330,16,1
05-07-2023,157,24,1
05-07-2023,166,24,2
05-07-2023,463,24,1
05-07-2023,866,24,2
05-08-2023,420,15,1
05-08-2023,471,11,1
05-08-2023,527,15,1
05-08-2023,692,15,2
05-08-2023,1178,15,1
05-08-2023,1261,11,1
05-08-2023,1388,15,1
05-09-2023,122,11,1
05-09-2023,145,13,1
05-09-2023,165,13,1
05-09-2023,304,13,1
05-09-2023,340,13,1
05-09-2023,407,13,1
05-09-2023,590,17,1
05-09-2023,629,13,1
05-09-2023,629,17,2
05-09-2023,702,13,1
05-09-2023,735,13,2
05-09-2023,739,17,1
05-09-2023,763,13,1
05-09-2023,831,13,1
05-09-2023,832,17,1
05-09-2023,852,7,1
05-09-2023,868,7,1
05-09-2023,1014,11,2
05-09-2023,1084,13,1
05-09-2023,1120,13,1
05-09-2023,1177,13,1
05-09-2023,1228,17,1
05-09-2023,1258,13,2
05-09-2023,1273,13,1
05-09-2023,1320,13,2
05-09-2023,1353,11,2
05-09-2023,1442,7,1
05-09-2023,1480,11,1
05-09-2023,1505,13,1
05-09-2023,1531,13,1
05-11-2023,340,11,1
05-11-2023,1447,11,1
05-11-2023,1452,11,1
05-14-2023,54,17,2
05-14-2023,109,17,1
05-14-2023,170,7,2
05-14-2023,325,7,1
05-14-2023,493,17,1
05-14-2023,640,23,1
05-14-2023,722,17,1
05-14-2023,767,23,1
05-14-2023,780,23,1
05-14-2023,830,17,1
05-14-2023,960,23,1
05-14-2023,1087,17,2
05-14-2023,1179,17,1
05-15-2023,111,16,1
05-15-2023,214,11,1
05-15-2023,332,24,1
05-15-2023,440,16,1
05-15-2023,441,24,1
05-15-2023,468,11,1
05-15-2023,549,11,1
05-15-2023,576,24,1
05-15-2023,730,24,2
05-15-2023,865,24,2
05-15-2023,910,11,1
05-15-2023,947,16,2
05-15-2023,1157,24,1
05-15-2023,1198,16,1
05-15-2023,1450,24,2
05-15-2023,1465,24,1
05-16-2023,156,23,1
05-16-2023,304,7,2
05-16-2023,527,23,2
05-16-2023,874,23,1
05-16-2023,1340,7,1
05-16-2023,1357,7,1
05-17-2023,114,23,2
05-17-2023,143,23,1
05-17-2023,168,24,1
05-17-2023,496,16,1
05-17-2023,785,23,1
05-17-2023,986,16,1
05-17-2023,989,23,1
05-17-2023,1349,16,1
05-18-2023,329,6,1
05-18-2023,611,6,2
05-18-2023,1155,6,1
05-18-2023,1169,6,1
05-19-2023,167,15,1
05-19-2023,190,6,1
05-19-2023,261,15,1
05-19-2023,336,6,1
05-19-2023,442,6,2
05-19-2023,484,15,1
05-19-2023,620,6,2
05-19-2023,952,15,1
05-19-2023,986,6,1
05-19-2023,1072,15,1
05-19-2023,1256,15,1
05-19-2023,1343,15,2
05-19-2023,1405,15,2
05-19-2023,1523,6,1
05-21-2023,51,6,1
05-21-2023,523,15,1
05-21-2023,791,24,1
05-21-2023,801,3,1
05-21-2023,887,24,1
05-21-2023,896,15,1
05-21-2023,944,7,1
05-21-2023,984,24,1
05-21-2023,1135,3,2
05-21-2023,1164,3,1
05-21-2023,1217,6,1
05-21-2023,1269,7,1
05-21-2023,1274,3,1
05-21-2023,1333,7,1
05-21-2023,1368,6,1
05-21-2023,1484,15,1
05-22-2023,397,13,2
05-22-2023,967,23,1
05-22-2023,1325,15,1
05-22-2023,1545,23,1
05-23-2023,485,6,1
05-23-2023,1378,6,2
05-25-2023,66,3,1
05-25-2023,296,3,1
05-25-2023,1411,3,1
05-26-2023,183,3,1
05-26-2023,264,3,1
05-26-2023,608,3,1
05-27-2023,403,15,1
05-27-2023,1048,15,1
05-27-2023,1464,15,1
05-29-2023,23,17,2
05-29-2023,398,16,1
05-29-2023,409,16,1
05-29-2023,600,17,1
05-29-2023,719,17,2
05-29-2023,905,13,2
05-29-2023,996,17,1
05-29-2023,1378,17,1
05-29-2023,1389,17,2
06-01-2023,869,24,1
06-01-2023,961,24,1
06-01-2023,1190,24,1
06-02-2023,19,13,2
06-02-2023,333,13,1
06-02-2023,550,13,1
06-02-2023,983,13,1
06-02-2023,997,13,1
06-02-2023,1480,13,1
06-02-2023,1548,13,1
06-03-2023,221,13,1
06-03-2023,685,11,1
06-03-2023,704,3,1
06-03-2023,1024,13,1
06-03-2023,1359,13,1
06-04-2023,547,24,1
06-04-2023,585,16,1
06-04-2023,1006,24,1
06-04-2023,1241,24,2
06-04-2023,1268,16,1
06-04-2023,1364,16,1
06-04-2023,1420,16,1
06-04-2023,1433,24,2
06-04-2023,1456,16,1
06-05-2023,11,7,1
06-05-2023,471,23,1
06-05-2023,530,23,2
06-05-2023,567,7,1
06-05-2023,710,23,1
06-05-2023,1141,23,2
06-05-2023,1276,23,2
06-06-2023,475,13,1
06-06-2023,812,13,1
06-06-2023,1100,13,1
06-07-2023,63,7,1
06-07-2023,487,7,1
06-07-2023,1253,15,1
06-07-2023,1409,15,1
06-07-2023,1555,15,2
06-10-2023,116,15,1
06-10-2023,829,15,1
06-10-2023,1421,15,1
06-11-2023,64,3,2
06-11-2023,299,11,1
06-11-2023,335,11,1
06-11-2023,390,3,1
06-11-2023,548,11,1
06-11-2023,723,11,2
06-11-2023,803,11,1
06-11-2023,808,3,1
06-11-2023,928,11,1
06-11-2023,1012,3,1
06-11-2023,1357,11,1
06-11-2023,1425,3,1
06-11-2023,1465,3,1
06-12-2023,96,7,1
06-12-2023,438,6,1
06-12-2023,544,6,1
06-12-2023,796,7,1
06-12-2023,1371,7,1
06-12-2023,1554,6,1
06-14-2023,98,16,2
06-14-2023,126,16,1
06-14-2023,392,7,2
06-14-2023,579,16,1
06-14-2023,1164,16,1
06-14-2023,1212,7,2
06-14-2023,1346,16,1
06-14-2023,1362,7,1
06-15-2023,9,6,2
06-15-2023,184,17,1
06-15-2023,245,17,1
06-15-2023,430,15,1
06-15-2023,441,15,1
06-15-2023,910,15,2
06-15-2023,938,17,1
06-15-2023,1057,17,1
06-16-2023,279,3,2
06-16-2023,326,3,1
06-16-2023,387,3,1
06-16-2023,522,17,1
06-16-2023,839,3,1
06-16-2023,988,17,1
06-16-2023,1091,17,1
06-16-2023,1099,17,1
06-16-2023,1105,3,1
06-16-2023,1243,17,1
06-16-2023,1338,17,1
06-16-2023,1353,3,1
06-16-2023,1541,17,2
06-17-2023,3,15,1
06-17-2023,639,15,1
06-17-2023,719,13,1
06-17-2023,1179,13,2
06-17-2023,1204,13,1
06-17-2023,1227,13,1
06-17-2023,1486,13,1
06-18-2023,118,11,1
06-18-2023,128,3,2
06-18-2023,308,11,1
06-18-2023,475,11,1
06-18-2023,588,11,1
06-18-2023,899,16,2
06-18-2023,982,11,1
06-18-2023,1448,11,1
06-19-2023,34,11,1
06-19-2023,153,11,1
06-19-2023,195,11,1
06-19-2023,252,11,1
06-19-2023,546,11,1
06-19-2023,733,11,1
06-19-2023,761,11,1
06-19-2023,1487,11,1
06-20-2023,317,24,1
06-20-2023,764,11,1
06-20-2023,848,11,1
06-20-2023,1008,11,1
06-20-2023,1124,11,1
06-20-2023,1168,24,1
06-20-2023,1443,24,1
06-20-2023,1506,24,1
06-20-2023,1530,11,1
06-21-2023,230,17,2
06-21-2023,271,17,1
06-21-2023,292,24,2
06-21-2023,348,6,1
06-21-2023,465,6,1
06-21-2023,485,24,2
06-21-2023,514,24,1
06-21-2023,588,6,1
06-21-2023,601,17,2
06-21-2023,698,6,1
06-21-2023,817,24,1
06-21-2023,933,17,1
06-21-2023,970,24,1
06-21-2023,1061,24,1
06-21-2023,1083,17,2
06-21-2023,1231,17,1
06-21-2023,1321,17,1
06-21-2023,1423,6,1
06-21-2023,1423,24,1
06-21-2023,1444,17,1
06-21-2023,1461,17,2
06-22-2023,39,17,1
06-22-2023,130,6,2
06-22-2023,134,3,1
06-22-2023,169,6,1
06-22-2023,207,3,2
06-22-2023,337,3,1
06-22-2023,419,6,1
06-22-2023,444,6,1
06-22-2023,487,7,1
